labels	dialog_state	sent	utterance	context	Emoberta_softmax	VAD_personality	dialog_state_sum
0	[0, 0, 0]	 Here you go Pheebs. Who else wants one of my special homemade brownies?  I will have one. (Ross and him both take one.)  Okay, I'm not gonna have one.	<pad>	 Here you go Pheebs. Who else wants one of my special homemade brownies? I will have one. (Ross and him both take one.) Okay, I'm not gonna have one.	[[0.9485352635383606, 0.043850455433130264, 0.0006784879951737821, 0.0029920670203864574, 0.0020588007755577564, 0.0012446210021153092, 0.000640299404039979], [0.9768263697624207, 0.007287005428224802, 0.0004509275604505092, 0.009882880374789238, 0.0036240718327462673, 0.0013259408297017217, 0.0006029015639796853], [0.8538165092468262, 0.08303074538707733, 0.0010156077332794666, 0.030512455850839615, 0.02681950107216835, 0.0034021211322396994, 0.0014030525926500559]]	[0.5073833333333333, 0.3514044444444444, 0.5886644444444444, 0.15505683333333337, 0.03892749999999995]	0
1	[0, 0, 0]	" That was a good one. For a second there, I was like, ""whoa.""  You name one woman that you broke up with for a real reason.  Maureen Rosilla."	<pad>	" That was a good one. For a second there, I was like, ""whoa."" You name one woman that you broke up with for a real reason. Maureen Rosilla."	[[0.029257111251354218, 0.5814283490180969, 0.3643651604652405, 0.012597212567925453, 0.006104673258960247, 0.002674130257219076, 0.0035733908880501986], [0.8153062462806702, 0.01138235256075859, 0.004365472123026848, 0.12725003063678741, 0.027225876227021217, 0.012482115998864174, 0.0019879774190485477], [0.9712673425674438, 0.0062821246683597565, 0.0006788661703467369, 0.013036331161856651, 0.006853546481579542, 0.001279206364415586, 0.0006026765331625938]]	[0.5483081818181819, 0.3554981818181818, 0.6033027272727272, 0.13749102727272725, 0.022856954545454555]	0
0	[0]	 Brrrrrrr!	<pad>	 Brrrrrrr!	[[0.0500500313937664, 0.27863430976867676, 0.22428332269191742, 0.29529258608818054, 0.03947899490594864, 0.06955357640981674, 0.04270719736814499]]	[0.444285, 0.3328066666666667, 0.6097266666666666, 0.19977595000000004, 0.027754749999999995]	0
0	[0, 0]	 So how are you? I've been meaning to ring you ever since I arrived but umm, well, I've been rather busy.  Do you realise that we have not seen each other since the night of that U2 concert?	<pad>	 So how are you? I've been meaning to ring you ever since I arrived but umm, well, I've been rather busy. Do you realise that we have not seen each other since the night of that U2 concert?	[[0.8046700954437256, 0.17690207064151764, 0.002369103254750371, 0.006124795414507389, 0.007127625402063131, 0.000647830602247268, 0.002158417133614421], [0.16560964286327362, 0.4994640648365021, 0.18742859363555908, 0.04290439188480377, 0.08904662728309631, 0.00429028645157814, 0.011256464757025242]]	[0.578955, 0.3870075, 0.6727425, 0.17049360000000002, 0.024674249999999953]	0
0	[0]	 (to Monica) Oh, he's unbelievable. I mean for the first time in three years somebody wants to actually want to talk to me, but do you think he would let me enjoy that, no!! (to Sergei) You silly diplomat, why don't you learn some English, Sergei?	<pad>	 (to Monica) Oh, he's unbelievable. I mean for the first time in three years somebody wants to actually want to talk to me, but do you think he would let me enjoy that, no!! (to Sergei) You silly diplomat, why don't you learn some English, Sergei?	[[0.0038213978987187147, 0.9209516644477844, 0.013631670735776424, 0.04556063935160637, 0.008752669207751751, 0.00395487155765295, 0.0033271166030317545]]	[0.4333566666666666, 0.3034066666666667, 0.5094666666666667, 0.13772230000000005, 0.03485816666666669]	0
0	[0, 1, 0, 1, 0]	 Okay, but this is the last time. (singing) With a chick-chick here, and a chick-chick there. Here a chick, there a chick, everywhere a chick-chick-(Joey enters)-chickeeeen.  Hey.  Hey.  How's she doing?  She?	 Hey. How's she doing?	 Okay, but this is the last time. (singing) With a chick-chick here, and a chick-chick there. Here a chick, there a chick, everywhere a chick-chick-(Joey enters)-chickeeeen. Hey. She?	[[0.039217766374349594, 0.9504880309104919, 0.0009648245177231729, 0.006305369548499584, 0.0014623753959313035, 0.0006880286964587867, 0.0008735641022212803], [0.9750380516052246, 0.006097603589296341, 0.000790140125900507, 0.011862053535878658, 0.005280597601085901, 0.0005459849489852786, 0.0003855136164929718], [0.9750380516052246, 0.006097603589296341, 0.000790140125900507, 0.011862053535878658, 0.005280597601085901, 0.0005459849489852786, 0.0003855136164929718], [0.386039674282074, 0.007583491038531065, 0.008147867396473885, 0.009397941641509533, 0.5781388282775879, 0.0018119638552889228, 0.008880266919732094], [0.5603726506233215, 0.03548944741487503, 0.3009742498397827, 0.07742763310670853, 0.015241174958646297, 0.0016191670438274741, 0.008875713683664799]]	[0.5222725714285714, 0.3706045714285714, 0.6344439999999999, 0.17961062285714283, 0.039947399999999966]	2
0	[0, 0]	 You gotta hear this story.  We're on this bus, that's easily 200 years old...	<pad>	 You gotta hear this story. We're on this bus, that's easily 200 years old...	[[0.6389303803443909, 0.09323308616876602, 0.012041094712913036, 0.13618290424346924, 0.09817958623170853, 0.010114654898643494, 0.011318281292915344], [0.5908606648445129, 0.08161620795726776, 0.06509122252464294, 0.1749185025691986, 0.031779952347278595, 0.023408392444252968, 0.032325077801942825]]	[0.54846, 0.4130433333333334, 0.7510083333333333, 0.2468032000000001, 0.038036000000000014]	0
1	[0]	 It's not gonna be exactly like last time.	<pad>	 It's not gonna be exactly like last time.	[[0.8242953419685364, 0.02452228218317032, 0.00150209479033947, 0.01125443633645773, 0.12747375667095184, 0.004389777313917875, 0.006562297698110342]]	[0.41686, 0.3146, 0.5415800000000001, 0.17197620000000002, 0.042540999999999995]	0
1	[0, 1]	 What's a matter Ross? What you're nervous about your speech?  No! Do you wanna hear it?	 No! Do you wanna hear it?	 What's a matter Ross? What you're nervous about your speech?	[[0.3807775676250458, 0.10319636762142181, 0.06022937595844269, 0.1612003743648529, 0.22000451385974884, 0.008089420385658741, 0.0665024146437645], [0.32498711347579956, 0.6014208793640137, 0.031058743596076965, 0.0356057733297348, 0.002465208061039448, 0.0019833804108202457, 0.002478834241628647]]	[0.5762263636363636, 0.4037272727272727, 0.6750927272727273, 0.18199984545454553, 0.04777104545454536]	1
1	[1, 0, 1]	 Joey!  Hey!  I'm soo glad I caught you, I couldn't find you before.	 Joey! I'm soo glad I caught you, I couldn't find you before.	 Hey!	[[0.06958046555519104, 0.6221843361854553, 0.20967459678649902, 0.08398357033729553, 0.00787294376641512, 0.001373708131723106, 0.0053302813321352005], [0.0821119174361229, 0.5927538275718689, 0.22088342905044556, 0.08926165103912354, 0.00799039751291275, 0.0013988883001729846, 0.005599874537438154], [0.012123524211347103, 0.9726232290267944, 0.00833937618881464, 0.003914953209459782, 0.0019427081570029259, 0.00030581295141018927, 0.0007503745728172362]]	[0.5155593333333333, 0.3778039999999999, 0.6720093333333332, 0.20823675333333336, 0.03607043333333326]	2
0	[1, 0, 1]	" ..so, he said it was just a sprain, and that was it.  Uh, you left out the stupid part.  Not stupid. The very cute, cute, cute doctors asked us out for tomorrow night, and I said ""yes."""	" ..so, he said it was just a sprain, and that was it. Not stupid. The very cute, cute, cute doctors asked us out for tomorrow night, and I said ""yes."""	 Uh, you left out the stupid part.	[[0.876462996006012, 0.05028027668595314, 0.0012418895494192839, 0.015133346430957317, 0.04740210995078087, 0.0030987090431153774, 0.006380655337125063], [0.5005835294723511, 0.42446190118789673, 0.007022263947874308, 0.029271407052874565, 0.010983102954924107, 0.025337593629956245, 0.0023401675280183554], [0.04427175968885422, 0.7982487082481384, 0.03345511853694916, 0.026034707203507423, 0.06464983522891998, 0.013039933517575264, 0.020299769937992096]]	[0.5266996428571428, 0.37844071428571424, 0.6441714285714286, 0.1858594750000001, 0.04487880357142854]	2
0	[0]	 It was a really beautiful service.	<pad>	 It was a really beautiful service.	[[0.1271604746580124, 0.8317890763282776, 0.0015919012948870659, 0.021579822525382042, 0.015723122283816338, 0.001332560321316123, 0.0008230134262703359]]	[0.4671666666666667, 0.3371, 0.5825583333333333, 0.17167833333333338, 0.0369166666666666]	0
0	[0, 0, 0, 0]	 Really? I'm perfectly comfortable. [one of the guest opens the refrigerator] Hey, hey, hey, get in line buddy, I was next. [she opens the refrigerator and leans into it]  [answering the door] Mr. Treeger.  Uhh, you said there was a party.  Oh, yeah, well hey, welcome to our sauna.	<pad>	 Really? I'm perfectly comfortable. [one of the guest opens the refrigerator] Hey, hey, hey, get in line buddy, I was next. [she opens the refrigerator and leans into it] [answering the door] Mr. Treeger. Uhh, you said there was a party. Oh, yeah, well hey, welcome to our sauna.	[[0.3601055443286896, 0.34009650349617004, 0.00401516817510128, 0.20008918642997742, 0.010150017216801643, 0.07952318340539932, 0.006020401604473591], [0.970658004283905, 0.011151856742799282, 0.0010342897148802876, 0.013929481618106365, 0.0014208010397851467, 0.0005412103491835296, 0.0012643476948142052], [0.8376454710960388, 0.04626764729619026, 0.06906326860189438, 0.018973102793097496, 0.012450054287910461, 0.0022467051167041063, 0.013353685848414898], [0.9573773145675659, 0.032650407403707504, 0.0011112047359347343, 0.003272720379754901, 0.002237308071926236, 0.0025662584230303764, 0.0007848056266084313]]	[0.5529391176470589, 0.40285941176470585, 0.7079199999999999, 0.21517509117647052, 0.041031338235294035]	0
1	[1]	 (talking in her sleep) Oooooooooh. (Rachel strokes her hand over the pillow. Ross mimicks her silently) Oh, that's nice. Oh, oh. Huh, Ross!	 (talking in her sleep) Oooooooooh. (Rachel strokes her hand over the pillow. Ross mimicks her silently) Oh, that's nice. Oh, oh. Huh, Ross!	<pad>	[[0.0423736646771431, 0.9033023118972778, 0.022564925253391266, 0.020385993644595146, 0.005505322944372892, 0.002705573569983244, 0.0031622282695025206]]	[0.5100333333333333, 0.3545155555555556, 0.5689144444444445, 0.14405788888888896, 0.050821666666666654]	1
1	[0]	 Phoebe, your in pain, would you just go to the dentist, just go.	<pad>	 Phoebe, your in pain, would you just go to the dentist, just go.	[[0.06901903450489044, 0.011099671944975853, 0.0034981053322553635, 0.7849445343017578, 0.040143389254808426, 0.07795848697423935, 0.013336715288460255]]	[0.5248449999999999, 0.3588633333333333, 0.5889449999999999, 0.1471728166666667, 0.04255574999999995]	0
0	[0, 1, 0]	 OK.  How far'd ya get?  Mailbox.	 How far'd ya get?	 OK. Mailbox.	[[0.9748207926750183, 0.006187621504068375, 0.0007720679277554154, 0.011896791867911816, 0.00533681083470583, 0.000569539493881166, 0.00041633163345977664], [0.9583202004432678, 0.013067590072751045, 0.01229462306946516, 0.0035367051605135202, 0.00765206478536129, 0.0010146342683583498, 0.004114278592169285], [0.927480161190033, 0.03138643130660057, 0.0027172944974154234, 0.023947393521666527, 0.01089803222566843, 0.0023450213484466076, 0.001225574524141848]]	[0.5662437499999999, 0.3998425, 0.68270375, 0.19093581250000013, 0.04284031249999998]	1
1	[1, 0, 1]	 Hey, Lizzie.  Hey, Weird Girl.  I brought you alphabet soup.	 Hey, Lizzie. I brought you alphabet soup.	 Hey, Weird Girl.	[[0.977462112903595, 0.005749258678406477, 0.0005698530585505068, 0.007860028184950352, 0.007201602216809988, 0.0005357007612474263, 0.0006215900066308677], [0.16555431485176086, 0.08643622696399689, 0.024549804627895355, 0.40223950147628784, 0.0322783887386322, 0.2833453118801117, 0.0055964794009923935], [0.7962645292282104, 0.16822676360607147, 0.0015378911048173904, 0.011140983551740646, 0.018561843782663345, 0.002806112403050065, 0.001461800653487444]]	[0.5268368421052632, 0.36822947368421055, 0.6266457894736843, 0.171088052631579, 0.03834605263157892]	2
1	[1]	 Do something..... Something....	 Do something..... Something....	<pad>	[[0.06890498846769333, 0.08257772028446198, 0.013964904472231865, 0.7219266295433044, 0.05109506845474243, 0.021788883954286575, 0.039741791784763336]]	[0.4778833333333334, 0.3249066666666667, 0.5534466666666666, 0.14245850000000002, 0.028715833333333274]	1
0	[0, 0]	 Alright, what have we learned so far?  (Jumping up) SURPRISE!!!	<pad>	 Alright, what have we learned so far? (Jumping up) SURPRISE!!!	[[0.9577170014381409, 0.02803558111190796, 0.003076112363487482, 0.006575497332960367, 0.0032801758497953415, 0.00032675714464858174, 0.0009887558408081532], [0.005573401693254709, 0.8142489194869995, 0.15635214745998383, 0.015503006055951118, 0.003284270176663995, 0.0012125326320528984, 0.003825771389529109]]	[0.50084, 0.3426114285714286, 0.5555285714285715, 0.13698851428571432, 0.04365114285714289]	0
1	[0]	 Can't you see what's going on here, this man is dying.	<pad>	 Can't you see what's going on here, this man is dying.	[[0.004754988476634026, 0.0035642199218273163, 0.011195573024451733, 0.7963456511497498, 0.09931061416864395, 0.06846928596496582, 0.01635969802737236]]	[0.41727, 0.2747, 0.49376, 0.12561090000000005, 0.008074499999999984]	0
0	[0, 0]	 Who said anything about Christmas? [Monica and Ross enter.]  Hi.	<pad>	 Who said anything about Christmas? [Monica and Ross enter.] Hi.	[[0.9040622115135193, 0.06067823991179466, 0.013441317714750767, 0.013913263566792011, 0.005187998991459608, 0.0005043218261562288, 0.0022127649281173944], [0.9750205874443054, 0.0060794479213654995, 0.0008797444170340896, 0.012138725258409977, 0.004966495092958212, 0.0005111171049065888, 0.0004039580817334354]]	[0.49177999999999994, 0.38471, 0.67001, 0.22664760000000003, 0.055403000000000036]	0
1	[0, 0, 0]	 Yeah, we'll be fine.  Look Rachel, I wanted to tell you, I thought I should, I-I did, and then Chandler and Joey convinced me not to.  (handing Monica the wax) Wax the door shut, we're never leaving, ever.	<pad>	 Yeah, we'll be fine. Look Rachel, I wanted to tell you, I thought I should, I-I did, and then Chandler and Joey convinced me not to. (handing Monica the wax) Wax the door shut, we're never leaving, ever.	[[0.8395507335662842, 0.017126539722085, 0.0014028673758730292, 0.015397260896861553, 0.11615889519453049, 0.0019212475745007396, 0.008442415855824947], [0.5069176554679871, 0.12909524142742157, 0.00717257522046566, 0.022021783515810966, 0.3139555752277374, 0.0024089254438877106, 0.01842830516397953], [0.6518977284431458, 0.2148323357105255, 0.0015702075324952602, 0.09358514845371246, 0.023110678419470787, 0.010775270871818066, 0.004228692036122084]]	[0.5182725, 0.3811442857142858, 0.6563257142857144, 0.19952793214285724, 0.046488589285714255]	0
0	[1, 0, 1]	 Your cappucino sir.  Thank you. [they both pour in packets of cappucino mix]  Ya know I think this is much better than the coffee house.	 Your cappucino sir. Ya know I think this is much better than the coffee house.	 Thank you. [they both pour in packets of cappucino mix]	[[0.9488142132759094, 0.02480565942823887, 0.00046351071796379983, 0.020654141902923584, 0.002779152477160096, 0.0018795005744323134, 0.0006037192652001977], [0.8468278646469116, 0.13813960552215576, 0.0008013728656806052, 0.009338682517409325, 0.0027643225621432066, 0.0013301928993314505, 0.0007979654474183917], [0.0284478310495615, 0.9528580904006958, 0.0022606411948800087, 0.012069032527506351, 0.0020475885830819607, 0.0016007110243663192, 0.0007161389803513885]]	[0.5004452, 0.3617544, 0.6359763999999999, 0.19073028399999997, 0.03524701999999996]	2
0	[0]	 All the way to the airport huh? You know that's over 30 miles, that's gonna cost you about so bucks.	<pad>	 All the way to the airport huh? You know that's over 30 miles, that's gonna cost you about so bucks.	[[0.14103963971138, 0.1051236093044281, 0.06426085531711578, 0.585623562335968, 0.017157291993498802, 0.08194063603878021, 0.004854374099522829]]	[0.447175, 0.32681000000000004, 0.605395, 0.19245725000000008, 0.020271249999999963]	0
0	[1, 1]	 So I guess you'd like to know how it all happened.  I-I mean I, well I think I can figure it out. I guess y'know I was born, and everyone started lying their asses off!	 So I guess you'd like to know how it all happened. I-I mean I, well I think I can figure it out. I guess y'know I was born, and everyone started lying their asses off!	<pad>	[[0.9313246607780457, 0.03831231966614723, 0.002080820733681321, 0.009153829887509346, 0.017071224749088287, 0.0006087918882258236, 0.0014484457205981016], [0.020345062017440796, 0.025615809485316277, 0.001788085326552391, 0.8870674967765808, 0.05629416182637215, 0.0031633407343178988, 0.005726038012653589]]	[0.46340483870967747, 0.3450232258064516, 0.6195658064516127, 0.19837253225806442, 0.03317459677419349]	2
1	[0]	 Guys, hurry up! The flight leaves in four hours! It could take time to get a taxi! There could be traffic! The plane could leave early! When we get to London, there could be a line at customs! Come on!! (She runs back to her apartment.)	<pad>	 Guys, hurry up! The flight leaves in four hours! It could take time to get a taxi! There could be traffic! The plane could leave early! When we get to London, there could be a line at customs! Come on!! (She runs back to her apartment.)	[[0.01832137443125248, 0.09394806623458862, 0.1187216192483902, 0.10722717642784119, 0.1674567013978958, 0.014258770272135735, 0.4800662696361542]]	[0.5316016666666666, 0.37348666666666663, 0.6413949999999999, 0.17855478333333338, 0.03740391666666659]	0
0	[1]	 Tell him.	 Tell him.	<pad>	[[0.6462845206260681, 0.007317365612834692, 0.001569531043060124, 0.294746458530426, 0.0397552028298378, 0.00823561754077673, 0.002091354224830866]]	[0.488495, 0.364, 0.63231, 0.19791665000000003, 0.04442825]	1
0	[0, 0, 0]	 No.  Give it to me.  Ok, you can have it. [He licks it and offers it to her.]	<pad>	 No. Give it to me. Ok, you can have it. [He licks it and offers it to her.]	[[0.9683884978294373, 0.007229580543935299, 0.0009592963615432382, 0.014688631519675255, 0.007652930449694395, 0.000616618839558214, 0.0004645489971153438], [0.4525032341480255, 0.035541780292987823, 0.0016622731927782297, 0.48023706674575806, 0.025368070229887962, 0.001802949351258576, 0.002884626854211092], [0.663859486579895, 0.26984649896621704, 0.0029397374019026756, 0.03739137947559357, 0.017365343868732452, 0.006863165646791458, 0.0017343831714242697]]	[0.49185477272727285, 0.3515431818181817, 0.6060438636363633, 0.1750786068181816, 0.03738644318181805]	0
1	[0, 0, 0, 0]	 Uhh, they're tall.  Ooh, three points. Both fine answers, but we were looking for leafy, leafy.  That's not even a game!  What? Shut up! We're winning!	<pad>	 Uhh, they're tall. Ooh, three points. Both fine answers, but we were looking for leafy, leafy. That's not even a game! What? Shut up! We're winning!	[[0.9363206624984741, 0.023349011316895485, 0.01200017798691988, 0.006722527090460062, 0.006565431598573923, 0.006655463948845863, 0.00838671438395977], [0.9650323987007141, 0.013612557202577591, 0.0005497348611243069, 0.014670987613499165, 0.002888869261369109, 0.0026340079493820667, 0.0006113068666309118], [0.035511814057826996, 0.06883270293474197, 0.05843126028776169, 0.7940121293067932, 0.022598756477236748, 0.016592327505350113, 0.004020945634692907], [0.013456751592457294, 0.1691032350063324, 0.13843420147895813, 0.6515597105026245, 0.008991677314043045, 0.006935293786227703, 0.011519048362970352]]	[0.44259083333333327, 0.3332016666666666, 0.5938591666666666, 0.19246252500000005, 0.03583845833333338]	0
1	[0, 0, 0, 1, 0]	 Well, it's official there are no good movies.  Well, let's go to a bad one and make out. (they start to kiss and lean back into Monica.)  Perhaps, you would like me to turn like this, (turns sideways on the couch) so that you can bunny bump against my back.  (entering) Hey!  Hey.	 (entering) Hey!	 Well, it's official there are no good movies. Well, let's go to a bad one and make out. (they start to kiss and lean back into Monica.) Perhaps, you would like me to turn like this, (turns sideways on the couch) so that you can bunny bump against my back. Hey.	[[0.10214215517044067, 0.08269477635622025, 0.002228959696367383, 0.047220584005117416, 0.7245789170265198, 0.0342370979487896, 0.00689754169434309], [0.666478157043457, 0.3146691918373108, 0.002424143720418215, 0.004988288041204214, 0.006124977022409439, 0.003743487410247326, 0.001571781001985073], [0.9771719574928284, 0.016341468319296837, 0.0008191323722712696, 0.0020886987913399935, 0.001052156905643642, 0.0016203870764002204, 0.000906131521333009], [0.1197657585144043, 0.7418380975723267, 0.08120527863502502, 0.04828577861189842, 0.00435823667794466, 0.001039915019646287, 0.0035069093573838472], [0.9750380516052246, 0.006097603589296341, 0.000790140125900507, 0.011862053535878658, 0.005280597601085901, 0.0005459849489852786, 0.0003855136164929718]]	[0.5118287037037037, 0.37373962962962975, 0.6549950000000002, 0.19943523148148162, 0.03925745370370376]	1
0	[1]	 Can't you see what's going on here, this man is dying.	 Can't you see what's going on here, this man is dying.	<pad>	[[0.004754988476634026, 0.0035642199218273163, 0.011195573024451733, 0.7963456511497498, 0.09931061416864395, 0.06846928596496582, 0.01635969802737236]]	[0.40392799999999995, 0.30233599999999994, 0.5510759999999999, 0.17972776, 0.026322799999999924]	1
1	[1]	 (closing the fridge in disgust) Shoot! We're out of soda.	 (closing the fridge in disgust) Shoot! We're out of soda.	<pad>	[[0.022182082757353783, 0.34072571992874146, 0.0481194444000721, 0.4873570501804352, 0.05927593261003494, 0.035540297627449036, 0.0067994012497365475]]	[0.37120285714285717, 0.2798657142857143, 0.5244971428571429, 0.17603591428571436, 0.019126714285714275]	1
0	[0, 0]	 (smitten) Hi!  And Joey....	<pad>	 (smitten) Hi! And Joey....	[[0.01890219934284687, 0.9592390656471252, 0.013170481659471989, 0.004849566612392664, 0.0021082377061247826, 0.0004829114186577499, 0.001247494830749929], [0.9697218537330627, 0.010079896077513695, 0.0012061583111062646, 0.009518670849502087, 0.0073568932712078094, 0.0007311126100830734, 0.0013853355776518583]]	[0.4480266666666667, 0.33496000000000004, 0.6154333333333333, 0.20144453333333334, 0.02684266666666668]	0
0	[1]	 Uhhhaahh.	 Uhhhaahh.	<pad>	[[0.0993381068110466, 0.7712432146072388, 0.03408706560730934, 0.062482599169015884, 0.013348744250833988, 0.014105255715548992, 0.00539500592276454]]	[0.48601, 0.26388, 0.36654, 0.004436699999999988, 0.022673499999999902]	1
1	[0]	 Oh my God!	<pad>	 Oh my God!	[[0.001513320836238563, 0.012799856252968311, 0.9634166955947876, 0.01009700633585453, 0.0053532919846475124, 0.003560802433639765, 0.0032590331975370646]]	[0.46287999999999996, 0.3409121739130434, 0.6001317391304347, 0.18606568695652173, 0.03614669565217388]	0
0	[0, 0]	 [coldly] When somebody does not buzz you in, Ross, that means go away. That doesn't mean please climb up the fire escape.  I just wanna read something. It's your pro list.	<pad>	 [coldly] When somebody does not buzz you in, Ross, that means go away. That doesn't mean please climb up the fire escape. I just wanna read something. It's your pro list.	[[0.006356842815876007, 0.0012508208164945245, 0.00035343351191841066, 0.9854074120521545, 0.0009925635531544685, 0.00520635349676013, 0.0004325023910496384], [0.9832274913787842, 0.005314907059073448, 0.0003659873327706009, 0.006158239208161831, 0.0035497008357197046, 0.0007105145487003028, 0.0006732638576067984]]	[0.44538374999999997, 0.3249825, 0.5683225000000001, 0.17252961250000004, 0.03454556249999996]	0
1	[0]	 Nothing, nothing. Everything's under control.	<pad>	 Nothing, nothing. Everything's under control.	[[0.9394189119338989, 0.013336270116269588, 0.001286068232730031, 0.013490951620042324, 0.01728268899023533, 0.0019971169531345367, 0.013188120909035206]]	[0.48536, 0.38060000000000005, 0.6371800000000001, 0.21101120000000007, 0.06641599999999998]	0
0	[0]	 You know, ever since I was little, I've been able to pick up quarters with my toes.	<pad>	 You know, ever since I was little, I've been able to pick up quarters with my toes.	[[0.5120818614959717, 0.4690450131893158, 0.0019479921320453286, 0.011274893768131733, 0.0030623648781329393, 0.0013978459173813462, 0.0011900067329406738]]	[0.44578882352941185, 0.32763411764705885, 0.579734705882353, 0.17981027647058823, 0.03309197058823521]	0
1	[0]	 (screaming, angrily) ...DUMB, DRUNKEN, BITCH!!! (applause) (happily) Thank you, thanks.	<pad>	 (screaming, angrily) ...DUMB, DRUNKEN, BITCH!!! (applause) (happily) Thank you, thanks.	[[0.00800064392387867, 0.7240273952484131, 0.0043497271835803986, 0.24901221692562103, 0.004045448731631041, 0.007365307305008173, 0.0031991894356906414]]	[0.4883236363636364, 0.36742181818181824, 0.63866, 0.20321138181818182, 0.046456909090909104]	0
1	[0, 0]	 Hey Rach!  How'd it go?	<pad>	 Hey Rach! How'd it go?	[[0.05027790367603302, 0.8435486555099487, 0.06881170719861984, 0.026543840765953064, 0.007197254337370396, 0.0008374722674489021, 0.0027831397019326687], [0.9590939879417419, 0.010951331816613674, 0.002853575861081481, 0.0032618646509945393, 0.02099396102130413, 0.0007749440264888108, 0.0020703363697975874]]	[0.45534916666666664, 0.3264666666666667, 0.5631683333333334, 0.16374144166666676, 0.035098041666666635]	0
0	[0, 0]	 Okay, one more, please. Come on, I'm gonna get it in this time, I will.  Okay, last chance. (Monica throws the candy and hits some woman in the back of the head, Richard turns around and says) Again, I'm sorry.	<pad>	 Okay, one more, please. Come on, I'm gonna get it in this time, I will. Okay, last chance. (Monica throws the candy and hits some woman in the back of the head, Richard turns around and says) Again, I'm sorry.	[[0.41701874136924744, 0.0825367271900177, 0.0019999409560114145, 0.4017637372016907, 0.06690115481615067, 0.006444115191698074, 0.023335522040724754], [0.5262896418571472, 0.07262331247329712, 0.001656626584008336, 0.23386205732822418, 0.1468261480331421, 0.013833181001245975, 0.004909059498459101]]	[0.5265729268292682, 0.3781009756097561, 0.65505, 0.19170776341463422, 0.03972491463414635]	0
0	[0, 1]	 (grabbing the magazine out of his hands) Call her! Call her now!  Multiple, so many paper cuts.	 Multiple, so many paper cuts.	 (grabbing the magazine out of his hands) Call her! Call her now!	[[0.09580914676189423, 0.39542001485824585, 0.07922251522541046, 0.3302558362483978, 0.0188642218708992, 0.004311221186071634, 0.07611699402332306], [0.1914561539888382, 0.039995819330215454, 0.007782993838191032, 0.01759539544582367, 0.6838699579238892, 0.040489308536052704, 0.01881042867898941]]	[0.44155347826086955, 0.30297913043478264, 0.5244904347826087, 0.14017343913043478, 0.024656326086956504]	1
1	[0, 0]	 (sarcastic) Oh, that's attractive.  Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.	<pad>	 (sarcastic) Oh, that's attractive. Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.	[[0.1910187155008316, 0.5836815237998962, 0.021404599770903587, 0.10348527133464813, 0.016002457588911057, 0.07777441293001175, 0.006632959004491568], [0.4534439742565155, 0.5207058191299438, 0.0033133823890239, 0.012079122476279736, 0.007348922081291676, 0.0020417654886841774, 0.0010669489856809378]]	[0.45103666666666664, 0.3316366666666667, 0.6017583333333334, 0.19028956666666677, 0.0270711666666667]	0
1	[0, 1, 0]	 (entering) Hey!  Hey!  What are you doing?	 Hey!	 (entering) Hey! What are you doing?	[[0.1197657585144043, 0.7418380975723267, 0.08120527863502502, 0.04828577861189842, 0.00435823667794466, 0.001039915019646287, 0.0035069093573838472], [0.0821119174361229, 0.5927538275718689, 0.22088342905044556, 0.08926165103912354, 0.00799039751291275, 0.0013988883001729846, 0.005599874537438154], [0.9669906497001648, 0.016099372878670692, 0.006299547851085663, 0.006002784240990877, 0.002822066191583872, 0.0006817316170781851, 0.0011039271485060453]]	[0.481278787878788, 0.3424048484848485, 0.6005536363636363, 0.17463496969696965, 0.03112060606060596]	1
1	[0, 0, 0]	 No ah, hold on a second Joe, where do Dutch people come from?  Ah well, the ah, Pennsylvania Dutch, come from Pennsylvania.  And the other ah, Dutch people, they come on from somewhere near the Netherlands, right?	<pad>	 No ah, hold on a second Joe, where do Dutch people come from? Ah well, the ah, Pennsylvania Dutch, come from Pennsylvania. And the other ah, Dutch people, they come on from somewhere near the Netherlands, right?	[[0.5742447376251221, 0.03511694818735123, 0.3341076076030731, 0.03311028704047203, 0.012545253150165081, 0.002850637771189213, 0.008024605922400951], [0.9295852780342102, 0.04983575642108917, 0.0008005714626051486, 0.011627991683781147, 0.006032452918589115, 0.0009660926298238337, 0.0011519754771143198], [0.9480227828025818, 0.01321921031922102, 0.0028149604331701994, 0.02465849742293358, 0.006478435825556517, 0.0019127049017697573, 0.0028933098074048758]]	[0.5110858823529412, 0.3333494117647059, 0.5710623529411765, 0.1339057764705882, 0.02025535294117642]	0
