labels	dialog_state	sent	utterance	context	Emoberta_softmax	VAD_personality	dialog_state_sum
1	[1, 0, 1]	 ...and that was all before 10 o'clock. The caterer rang and said it was going to be Chicken Kiev instead of Chicken Tarragon. And then the florist phoned to say there aren't any tulips. Oh, and the chilliest has carpel-tunel syndrome. We're not gonna be...  Whoa-whoa-whoa! Emily, (Gives her the time-out signal.) honey, okay?  Well, up yours too!	 ...and that was all before 10 o'clock. The caterer rang and said it was going to be Chicken Kiev instead of Chicken Tarragon. And then the florist phoned to say there aren't any tulips. Oh, and the chilliest has carpel-tunel syndrome. We're not gonna be... Well, up yours too!	 Whoa-whoa-whoa! Emily, (Gives her the time-out signal.) honey, okay?	[[0.03829903528094292, 0.04018804803490639, 0.02195512130856514, 0.42943254113197327, 0.28631559014320374, 0.06240614876151085, 0.12140361219644547], [0.03055102936923504, 0.08820455521345139, 0.7002346515655518, 0.13841283321380615, 0.012249674648046494, 0.003725799499079585, 0.026621351018548012], [0.03069770708680153, 0.034160710871219635, 0.001646131044253707, 0.9031127691268921, 0.00400857999920845, 0.025199221447110176, 0.0011749371187761426]]	[0.46398999999999996, 0.3327522222222222, 0.5633244444444444, 0.16115052222222226, 0.040469833333333316]	2
0	[0, 0, 0, 0, 0, 1]	 What? We took a walk, nothing happened. I can back with nothing all over me.  Come on!  What happened? Joey?  All right. (gets up)  (stopping him) No! Joey, we swore we'd never tell!  (running over and joining Monica) They'll never understand!	 (running over and joining Monica) They'll never understand!	 What? We took a walk, nothing happened. I can back with nothing all over me. Come on! What happened? Joey? All right. (gets up) (stopping him) No! Joey, we swore we'd never tell!	[[0.7336440682411194, 0.16563855111598969, 0.007287273183465004, 0.01835222914814949, 0.013000884093344212, 0.0016767368651926517, 0.060400307178497314], [0.10804889351129532, 0.6118046045303345, 0.08743223547935486, 0.16059742867946625, 0.013466431759297848, 0.00353439268656075, 0.015115889720618725], [0.4679715037345886, 0.06632620841264725, 0.2793564796447754, 0.03282477706670761, 0.08915907144546509, 0.0018826849991455674, 0.062479276210069656], [0.9105652570724487, 0.02616965025663376, 0.0006921281456016004, 0.05356496199965477, 0.006635058671236038, 0.0015264833346009254, 0.000846317270770669], [0.038475487381219864, 0.06953120976686478, 0.06381946802139282, 0.15415936708450317, 0.1786394864320755, 0.012892612256109715, 0.4824824631214142], [0.01456515770405531, 0.5975417494773865, 0.0372050516307354, 0.20343130826950073, 0.12878474593162537, 0.005126158241182566, 0.013345806859433651]]	[0.47274750000000004, 0.34512166666666666, 0.6101358333333333, 0.1869774916666667, 0.03390662499999997]	1
0	[0, 0, 0, 0, 0, 1]	 No, she was already in, but then this big bitch behind me tried to steal my umbrella, so I clocked her. Ohhh! I can't believe this, all I wanted was a few hours outside of work to see Joshua, so he can go ahead and start falling in love with me.  (going over to comfort her) Aww, Pheebs.  Honey, that's you're name.  That's short for Phoebe?! I thought that was just what we called each other!  Hey! You're wearing pants!  That's right! Where are the guys? I'm ready to get drunk and see some strippers.	 That's right! Where are the guys? I'm ready to get drunk and see some strippers.	 No, she was already in, but then this big bitch behind me tried to steal my umbrella, so I clocked her. Ohhh! I can't believe this, all I wanted was a few hours outside of work to see Joshua, so he can go ahead and start falling in love with me. (going over to comfort her) Aww, Pheebs. Honey, that's you're name. That's short for Phoebe?! I thought that was just what we called each other! Hey! You're wearing pants!	[[0.006396666634827852, 0.08462274819612503, 0.06705967336893082, 0.6821579337120056, 0.04805569723248482, 0.09886468201875687, 0.012842655181884766], [0.08077012747526169, 0.10521818697452545, 0.008070296607911587, 0.020292403176426888, 0.7725030183792114, 0.005396633874624968, 0.007749357260763645], [0.8634635806083679, 0.024036042392253876, 0.0028444828931242228, 0.10370498895645142, 0.0031865902710705996, 0.0017551092896610498, 0.0010092172306030989], [0.02215426042675972, 0.021749913692474365, 0.9243978261947632, 0.020279603078961372, 0.007519713137298822, 0.0011628435458987951, 0.002735888585448265], [0.0027336145285516977, 0.02527545765042305, 0.9481192231178284, 0.015843838453292847, 0.003752404125407338, 0.001985440030694008, 0.002290060045197606], [0.030481334775686264, 0.7531539797782898, 0.045011814683675766, 0.08807344734668732, 0.026920907199382782, 0.03874194994568825, 0.01761659048497677]]	[0.5233592857142856, 0.3617285714285714, 0.6218457142857143, 0.1675557214285715, 0.03275932142857141]	1
0	[1, 0, 0]	 Look at it this way: you dumped her. Right? I mean, this woman was unbelievably sexy, and beautiful, intelligent, unattainable... Tell me why you did this again?  Hey!  Hey, waitwait, aren't you the guy that plays the butt in the new Al Pacino movie?	 Look at it this way: you dumped her. Right? I mean, this woman was unbelievably sexy, and beautiful, intelligent, unattainable... Tell me why you did this again?	 Hey! Hey, waitwait, aren't you the guy that plays the butt in the new Al Pacino movie?	[[0.02495693415403366, 0.00581086752936244, 0.01643543876707554, 0.6331479549407959, 0.11804811656475067, 0.19622397422790527, 0.005376693792641163], [0.0821119174361229, 0.5927538275718689, 0.22088342905044556, 0.08926165103912354, 0.00799039751291275, 0.0013988883001729846, 0.005599874537438154], [0.5259486436843872, 0.06897956132888794, 0.37220218777656555, 0.010830173268914223, 0.010167504660785198, 0.004489205777645111, 0.007382770534604788]]	[0.5061929999999999, 0.3833629999999999, 0.6874149999999999, 0.22574381, 0.040562549999999975]	1
0	[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]	 That's weird.  What?  Your nails.  Oh, I know, I never wear fake ones. I just did it so my Mom wouldn't give me grief about me biting them.  Oh, no, I meant that it's weird that you only have nine now.  (Looks at her nails) Oh my God. Wait a minute, I had them put... (realises) Oh my God! It's in the quiche! Oh My God!  Okay, don't panic. I'm gonna go to the store, I'm gonna get you another set of nails, no one's gonna know, and you're gonna look great. (She runs over to get her coat.) Oh! Oh, it's 'cause they're gonna eat-that's the problem.  (entering) (to Monica) Honey, don't bite your nails.  Okay ah, please don't freak out. Umm, but ah, there's a blue fingernail in one of the quiche cups, and there's no way to know which one.  And! Whoever finds it wins the prize!  (laughs) I'm not freaking out.	 What? Oh, I know, I never wear fake ones. I just did it so my Mom wouldn't give me grief about me biting them. (Looks at her nails) Oh my God. Wait a minute, I had them put... (realises) Oh my God! It's in the quiche! Oh My God! Okay ah, please don't freak out. Umm, but ah, there's a blue fingernail in one of the quiche cups, and there's no way to know which one.	 That's weird. Your nails. Oh, no, I meant that it's weird that you only have nine now. Okay, don't panic. I'm gonna go to the store, I'm gonna get you another set of nails, no one's gonna know, and you're gonna look great. (She runs over to get her coat.) Oh! Oh, it's 'cause they're gonna eat-that's the problem. (entering) (to Monica) Honey, don't bite your nails. And! Whoever finds it wins the prize! (laughs) I'm not freaking out.	[[0.2410150170326233, 0.0743241012096405, 0.07522636651992798, 0.19616274535655975, 0.08856018632650375, 0.3057008385658264, 0.019010799005627632], [0.4358472526073456, 0.03348545357584953, 0.42549484968185425, 0.07523424923419952, 0.017714377492666245, 0.0026400212664157152, 0.00958393607288599], [0.869916558265686, 0.041526664048433304, 0.0019299949053674936, 0.04762914031744003, 0.027769817039370537, 0.009503823705017567, 0.0017240527085959911], [0.5746057033538818, 0.32105377316474915, 0.005645794793963432, 0.03729509189724922, 0.0229463092982769, 0.03331121429800987, 0.0051420689560472965], [0.7607906460762024, 0.0508849211037159, 0.01479625515639782, 0.011874702759087086, 0.14993096888065338, 0.005825392436236143, 0.0058970036916434765], [0.0025693713687360287, 0.06859622150659561, 0.850354015827179, 0.02811642922461033, 0.014853643253445625, 0.009941436350345612, 0.025568874552845955], [0.30392706394195557, 0.1791004091501236, 0.025920048356056213, 0.03153737261891365, 0.1880602389574051, 0.01138903945684433, 0.26006582379341125], [0.9709649682044983, 0.012732480652630329, 0.0006749911699444056, 0.005374338943511248, 0.006861754227429628, 0.0012188411783427, 0.0021725839469581842], [0.22210398316383362, 0.041107214987277985, 0.014107032679021358, 0.008424963802099228, 0.07317439466714859, 0.006828706245869398, 0.634253740310669], [0.07328550517559052, 0.8928347229957581, 0.007518450729548931, 0.020006803795695305, 0.0020590280182659626, 0.0011492109624668956, 0.003146382747218013], [0.7600463032722473, 0.1846674382686615, 0.003628835082054138, 0.009666807949543, 0.006899985950440168, 0.0027587127406150103, 0.03233199939131737]]	[0.4645737735849057, 0.33153018867924533, 0.5806024528301886, 0.1695674471698113, 0.031046858490566043]	4
0	[0, 1, 0, 1, 0, 1, 0, 1, 0, 1]	 Joey?  Ma?  Joey!  Chandler? What're you still doin' here, I though you guys took off.  Oh, no no no, she took off with my clothes.  Are you naked in there?  Not exactly. . . I'm wearin panties.  Huh, you uh, you always wear panties?  No, no, this is the first time.  Wow, talk about your bad luck, I mean, the first time you try panties and someone walks off with your clothes.	 Ma? Chandler? What're you still doin' here, I though you guys took off. Are you naked in there? Huh, you uh, you always wear panties? Wow, talk about your bad luck, I mean, the first time you try panties and someone walks off with your clothes.	 Joey? Joey! Oh, no no no, she took off with my clothes. Not exactly. . . I'm wearin panties. No, no, this is the first time.	[[0.5806719064712524, 0.035404227674007416, 0.2808654010295868, 0.07708443701267242, 0.01583796925842762, 0.0014915980864316225, 0.008644492365419865], [0.5249378085136414, 0.03529761731624603, 0.33332324028015137, 0.08042331784963608, 0.01565617509186268, 0.0016593702603131533, 0.008702429942786694], [0.06958046555519104, 0.6221843361854553, 0.20967459678649902, 0.08398357033729553, 0.00787294376641512, 0.001373708131723106, 0.0053302813321352005], [0.14096149802207947, 0.03150638937950134, 0.7865752577781677, 0.022648710757493973, 0.009174919687211514, 0.004019744228571653, 0.005113599821925163], [0.31630173325538635, 0.29531100392341614, 0.06140750274062157, 0.06749341636896133, 0.07611624151468277, 0.01485467329621315, 0.16851533949375153], [0.5921961665153503, 0.1578357070684433, 0.1785280853509903, 0.02987268567085266, 0.007390678860247135, 0.011795089580118656, 0.022381659597158432], [0.9345464110374451, 0.0349666029214859, 0.001514124684035778, 0.019855313003063202, 0.004278126172721386, 0.0028914930298924446, 0.0019479318289086223], [0.7712040543556213, 0.040151845663785934, 0.14158762991428375, 0.010204372927546501, 0.013753298670053482, 0.0029819512274116278, 0.020116811618208885], [0.45784246921539307, 0.22808721661567688, 0.1997912973165512, 0.03340930864214897, 0.052294205874204636, 0.0036935443058609962, 0.02488197200000286], [0.011434832587838173, 0.023078087717294693, 0.04113690182566643, 0.3301224112510681, 0.04184762388467789, 0.5409827828407288, 0.011397424153983593]]	[0.4492355555555555, 0.30928888888888884, 0.5437066666666667, 0.14863671111111118, 0.022130222222222162]	5
0	[0, 0, 0]	 Oh uh, o, OK.  Um, so listen, how many times am I gonna have to touch you on the arm before you ask me on a date.  Well, uh, let's try one more. . . there you go, say Ernie's, 8 o'clock.	<pad>	 Oh uh, o, OK. Um, so listen, how many times am I gonna have to touch you on the arm before you ask me on a date. Well, uh, let's try one more. . . there you go, say Ernie's, 8 o'clock.	[[0.9373067021369934, 0.02017124928534031, 0.0019587951246649027, 0.00879831425845623, 0.017933333292603493, 0.001581205753609538, 0.012250423431396484], [0.3486361801624298, 0.0577852800488472, 0.009924289770424366, 0.4976459741592407, 0.0424325205385685, 0.0338679775595665, 0.009707809425890446], [0.9826284646987915, 0.008054886013269424, 0.0007996544009074569, 0.004638970363885164, 0.0017003793036565185, 0.0009133276180364192, 0.0012642450165003538]]	[0.43160999999999994, 0.32731999999999994, 0.56377, 0.18050870000000002, 0.04492349999999995]	0
1	[0, 0, 0, 0, 0, 1]	 (looking out the peephole) Ohh, she's looking down the hall. Oh! She looked right at me! Oh wait, you can't see people through that little hole, can you? (Goes back to the door.) Hello!  Hello! (Monica screams)  I'll be right there! (to Ross) Okay, Ross, please come on! I thought we have moved on! I thought we've gotten to a place where we could be happy for each other! I mean was that just me?  All right, I'll do it.  Oh thank you! Thank you, thank you, thank you! (Monica opens the door.) Emily?  Yes.	 Yes.	 (looking out the peephole) Ohh, she's looking down the hall. Oh! She looked right at me! Oh wait, you can't see people through that little hole, can you? (Goes back to the door.) Hello! Hello! (Monica screams) I'll be right there! (to Ross) Okay, Ross, please come on! I thought we have moved on! I thought we've gotten to a place where we could be happy for each other! I mean was that just me? All right, I'll do it. Oh thank you! Thank you, thank you, thank you! (Monica opens the door.) Emily?	[[0.021498654037714005, 0.21097534894943237, 0.725557804107666, 0.025035621598362923, 0.005591153632849455, 0.0015203035436570644, 0.009821037761867046], [0.03473207354545593, 0.2319919764995575, 0.42641890048980713, 0.13069988787174225, 0.04760655388236046, 0.004199502058327198, 0.12435116618871689], [0.003575988346710801, 0.021095581352710724, 0.01779916323721409, 0.42919832468032837, 0.4515798091888428, 0.00922837108373642, 0.06752270460128784], [0.917037308216095, 0.022420411929488182, 0.00044009642442688346, 0.0391414575278759, 0.01732664555311203, 0.0023905732668936253, 0.0012433970114216208], [0.009397722780704498, 0.9681107401847839, 0.011204793117940426, 0.006780082825571299, 0.002332428004592657, 0.0003834367380477488, 0.0017907572910189629], [0.967684268951416, 0.007442339323461056, 0.0008038067608140409, 0.01431017741560936, 0.008598831482231617, 0.0007005422958172858, 0.00046003214083611965]]	[0.47671181818181796, 0.3313733333333333, 0.5730427272727272, 0.15717903939393946, 0.02956368181818181]	1
1	[0, 0, 0, 0]	 Because he thinks I slept with his ex-girlfriend and killed his fish.  Why would you kill his fish?  Because sometimes, Phoebe after you sleep with someone, you have to kill the fish.  Chandler honey, I'm sorry. Ok, can we watch Joey's show now please? [they turn on the TV]	<pad>	 Because he thinks I slept with his ex-girlfriend and killed his fish. Why would you kill his fish? Because sometimes, Phoebe after you sleep with someone, you have to kill the fish. Chandler honey, I'm sorry. Ok, can we watch Joey's show now please? [they turn on the TV]	[[0.02114095538854599, 0.07230033725500107, 0.01732867769896984, 0.23726072907447815, 0.4767494201660156, 0.15267348289489746, 0.02254647947847843], [0.07157070189714432, 0.027898693457245827, 0.3963136076927185, 0.4252512454986572, 0.03259270638227463, 0.04146794229745865, 0.004905123263597488], [0.7120431661605835, 0.04195118322968483, 0.0015626318054273725, 0.0375121533870697, 0.19440408051013947, 0.009915264323353767, 0.0026116217486560345], [0.1984023153781891, 0.029353786259889603, 0.0018634980078786612, 0.01431230641901493, 0.7440959811210632, 0.003743776585906744, 0.008228297345340252]]	[0.16221000000000002, 0.15088000000000001, 0.28804, 0.12335070000000001, 0.02224349999999997]	0
1	[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0]	 This teramisu is, is excellent. Did you make it Mary-Angela?  No! I did!  Well, it's, it's yummy. So Mary-Angela do you like it?  Of course! It's her favorite.  So um, Mary-Angela, what's your second favorite?  More of Grandma's teramisu.  Would you just please....give me the receipt 'cause this is great. It's top notch.  That dies with me.  So will I.  Excuse yourself, and go to the bathroom.  Oh no-no-no I was just squinting. That doesn't mean anything.  (whispering in his ear) Just do it.  Will you excuse me I have to um..... (walks to the hall)  (startled) Hey!  Finally, I thought we'd never be alone. Can I just tell you something, I have not stopped thinking about you since the party. (kisses him)  Look, I may have jumped the gun here. (she tries to kiss him, but he ducks it and moves away) Um, I just got out of a relationship and I'm not really in a, in a commitment kind of place.  So! Me neither! God, Mary-Angela was right you do have the softest lips.	 This teramisu is, is excellent. Did you make it Mary-Angela? Well, it's, it's yummy. So Mary-Angela do you like it? So um, Mary-Angela, what's your second favorite? Would you just please....give me the receipt 'cause this is great. It's top notch. So will I. Oh no-no-no I was just squinting. That doesn't mean anything. Will you excuse me I have to um..... (walks to the hall) (startled) Hey! Look, I may have jumped the gun here. (she tries to kiss him, but he ducks it and moves away) Um, I just got out of a relationship and I'm not really in a, in a commitment kind of place.	 No! I did! Of course! It's her favorite. More of Grandma's teramisu. That dies with me. Excuse yourself, and go to the bathroom. (whispering in his ear) Just do it. Finally, I thought we'd never be alone. Can I just tell you something, I have not stopped thinking about you since the party. (kisses him) So! Me neither! God, Mary-Angela was right you do have the softest lips.	[[0.3513351082801819, 0.6333075761795044, 0.0028739660046994686, 0.007523019332438707, 0.0023587215691804886, 0.0015773504273965955, 0.0010242200223729014], [0.038511455059051514, 0.38215941190719604, 0.3390299081802368, 0.19876593351364136, 0.021217485889792442, 0.0014125787420198321, 0.018903201445937157], [0.15444207191467285, 0.8307122588157654, 0.0018739169463515282, 0.009213698096573353, 0.0015524668851867318, 0.0010021051857620478, 0.0012034887913614511], [0.039804842323064804, 0.9452804923057556, 0.004823663737624884, 0.007280709687620401, 0.0014926270814612508, 0.0006047218921594322, 0.0007130844169296324], [0.9652529358863831, 0.024846626445651054, 0.0016545318067073822, 0.004870172124356031, 0.0016078973421826959, 0.0005189175717532635, 0.001248677959665656], [0.861609160900116, 0.11009462922811508, 0.000814909057226032, 0.009918970987200737, 0.01465614978224039, 0.0022110959980636835, 0.0006950406241230667], [0.2042769342660904, 0.6335619688034058, 0.005197084974497557, 0.14498043060302734, 0.0041818018071353436, 0.0048843007534742355, 0.0029175286181271076], [0.19040611386299133, 0.013525670394301414, 0.001377113163471222, 0.42479443550109863, 0.35758674144744873, 0.007436010520905256, 0.004873879253864288], [0.9005541801452637, 0.03777960687875748, 0.00065842573530972, 0.02670327201485634, 0.032287318259477615, 0.0009590302943252027, 0.0010583408875390887], [0.8166821002960205, 0.013639682903885841, 0.0029648810159415007, 0.11683022230863571, 0.0139699038118124, 0.024655377492308617, 0.01125788502395153], [0.728670597076416, 0.06830377876758575, 0.006478121504187584, 0.06551600247621536, 0.05396333709359169, 0.014461565762758255, 0.06260666251182556], [0.34503746032714844, 0.47061747312545776, 0.0033259298652410507, 0.05503523722290993, 0.10150297731161118, 0.001823420636355877, 0.02265743725001812], [0.9608812928199768, 0.015407131984829903, 0.0012240058276802301, 0.011190304532647133, 0.0061290068551898, 0.0007847451488487422, 0.004383479710668325], [0.021072646602988243, 0.08301346749067307, 0.8261404037475586, 0.05745910108089447, 0.006367142777889967, 0.001063441508449614, 0.004883802030235529], [0.0852021872997284, 0.8359376192092896, 0.004945601336658001, 0.006737865973263979, 0.061994556337594986, 0.0010652156779542565, 0.004117070231586695], [0.5428358912467957, 0.17659828066825867, 0.0069160498678684235, 0.02978302165865898, 0.20886839926242828, 0.007046812679618597, 0.027951478958129883], [0.06472878158092499, 0.8972653150558472, 0.022013667970895767, 0.006667515262961388, 0.005613464862108231, 0.0023581753484904766, 0.00135297782253474]]	[0.4853630952380953, 0.3490088095238095, 0.6146759523809524, 0.18289410714285714, 0.03256684523809522]	9
1	[0, 0, 0]	 Phoebs, let me ask you something, were, were these, uh, funny brownies?  Not especially. But you know what, I think they had pot in them.  So you guys, who else did you tip with cookies?	<pad>	 Phoebs, let me ask you something, were, were these, uh, funny brownies? Not especially. But you know what, I think they had pot in them. So you guys, who else did you tip with cookies?	[[0.7788566946983337, 0.05437028780579567, 0.12484494596719742, 0.005469081457704306, 0.009930246509611607, 0.003135927254334092, 0.02339288406074047], [0.09511226415634155, 0.05098602920770645, 0.014171672984957695, 0.025784455239772797, 0.0455036424100399, 0.7524563074111938, 0.015985654667019844], [0.9569584727287292, 0.03187831491231918, 0.004755037371069193, 0.0027156854048371315, 0.0018460507271811366, 0.0008446412393823266, 0.0010019607143476605]]	[0.5415, 0.5083599999999999, 0.96302, 0.41492500000000004, 0.08008499999999996]	0
0	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]	 Yeah...(sigh)....OK. Where were we? Oh, OK... five card draw, uh... jacks or better... nothing wild, everybody ante.  Look, Rachel, we don't have to do this.  Yes, we do. (pause)  Alright, check.  Check.  I'm in for fifty cents. (throws it in)  Call.  I'm in.  I see your fifty cents... and I raise you... five dollars. (throws it in)  I thought, uh... it was a fifty cent limit.	 I'm in for fifty cents. (throws it in) I thought, uh... it was a fifty cent limit.	 Yeah...(sigh)....OK. Where were we? Oh, OK... five card draw, uh... jacks or better... nothing wild, everybody ante. Look, Rachel, we don't have to do this. Yes, we do. (pause) Alright, check. Check. Call. I'm in. I see your fifty cents... and I raise you... five dollars. (throws it in)	[[0.9588975310325623, 0.027540113776922226, 0.0008619145955890417, 0.005127706099301577, 0.004361344035714865, 0.000997871276922524, 0.002213474363088608], [0.10598333925008774, 0.006831883452832699, 0.0029152745846658945, 0.06390909850597382, 0.7484289407730103, 0.005029791034758091, 0.06690175831317902], [0.8560838103294373, 0.0427151694893837, 0.0016632104525342584, 0.04189499467611313, 0.054910872131586075, 0.0008156761177815497, 0.0019163027172908187], [0.9689189791679382, 0.007619353476911783, 0.0012721933890134096, 0.016603151336312294, 0.0027851834893226624, 0.0010426535736769438, 0.0017585778841748834], [0.9699742794036865, 0.006964200641959906, 0.0009291318128816783, 0.014545145444571972, 0.006562666967511177, 0.0005924418801441789, 0.0004322261374909431], [0.8601830005645752, 0.10022104531526566, 0.0013118281494826078, 0.03215057775378227, 0.002299444517120719, 0.002366970991715789, 0.0014671706594526768], [0.9704129099845886, 0.006776014342904091, 0.0009832249488681555, 0.015395083464682102, 0.005445350892841816, 0.0005508366739377379, 0.0004365737549960613], [0.2695673406124115, 0.7065460085868835, 0.002175821689888835, 0.012185418978333473, 0.006754493806511164, 0.0014566467143595219, 0.0013142881216481328], [0.30886706709861755, 0.561416745185852, 0.0038037037011235952, 0.11636167764663696, 0.0022816944401711226, 0.005313551984727383, 0.001955600455403328], [0.8504889607429504, 0.04782139137387276, 0.030371591448783875, 0.03848135471343994, 0.009270887821912766, 0.0031935670413076878, 0.02037234418094158]]	[0.42002399999999995, 0.314584, 0.5752379999999999, 0.18819128000000002, 0.026690399999999948]	2
1	[0, 0, 0, 0, 0, 1, 0, 0, 1]	 Yeah! Can you believe that something that stupid actually got us our apartment back?  That's so funny to think if you'd just done that right after the last contest, no one would have had to move at all.  Yeah, let-let-let's pretend that's not true.  Yeah.  Okay, scarf's done. (It's not really a scarf, it's just a bunch of yarn that Phoebe has tied together. Just then, Ross and Emily enter dragging with them Joey and Chandler.)  Come on! Come on. Come on.  Okay!  Hey!  Hey!	 Come on! Come on. Come on. Hey!	 Yeah! Can you believe that something that stupid actually got us our apartment back? That's so funny to think if you'd just done that right after the last contest, no one would have had to move at all. Yeah, let-let-let's pretend that's not true. Yeah. Okay, scarf's done. (It's not really a scarf, it's just a bunch of yarn that Phoebe has tied together. Just then, Ross and Emily enter dragging with them Joey and Chandler.) Okay! Hey!	[[0.006456571165472269, 0.7897037863731384, 0.17436455190181732, 0.01786915585398674, 0.006206949707120657, 0.002108590444549918, 0.003290371270850301], [0.43904343247413635, 0.4945211708545685, 0.01418998185545206, 0.03652869164943695, 0.010060757398605347, 0.003854237264022231, 0.001801630831323564], [0.9405299425125122, 0.01944447122514248, 0.0010637793457135558, 0.008474805392324924, 0.019869046285748482, 0.0015907568158581853, 0.009027273394167423], [0.969780683517456, 0.007162469904869795, 0.0007300840225070715, 0.012851065024733543, 0.008281093090772629, 0.0007323499885387719, 0.00046215238398872316], [0.9213694334030151, 0.06774067878723145, 0.0014470795867964625, 0.005916253663599491, 0.0019425584468990564, 0.0008699116297066212, 0.0007140451925806701], [0.16221123933792114, 0.33832743763923645, 0.02663702890276909, 0.21659305691719055, 0.1465880125761032, 0.010006849654018879, 0.09963633865118027], [0.06877420842647552, 0.4266069233417511, 0.3637247085571289, 0.1207176148891449, 0.010366587899625301, 0.0017863315297290683, 0.00802368763834238], [0.0821119174361229, 0.5927538275718689, 0.22088342905044556, 0.08926165103912354, 0.00799039751291275, 0.0013988883001729846, 0.005599874537438154], [0.0821119174361229, 0.5927538275718689, 0.22088342905044556, 0.08926165103912354, 0.00799039751291275, 0.0013988883001729846, 0.005599874537438154]]	[0.4469591666666667, 0.36928000000000005, 0.6732916666666666, 0.2509301416666667, 0.04948154166666663]	2
0	[0, 0, 1, 0, 1, 0]	 I don't know what to do. What am I gonna do? I mean, this, this is like a complete nightmare.  Oh, I know. This must be so hard. Oh, no. Two women love me. They're both gorgeous and sexy. My wallet's too small for my fifties, and my diamond shoes are too tight.  Hey, here's a thought, Ross. [reaches for the computer]  Don't touch the computer. Don't ever touch the computer.  Ross, listen. I got two words for you. Threesome. [Ross gives him an insulted look.]  Ok, all right, look. Let's get logical about this, ok? We'll make a list. Rachel and Julie, pros and cons. Oh. We'll put their names in bold, with different fonts, and I can use different colors for each column.	 Hey, here's a thought, Ross. [reaches for the computer] Ross, listen. I got two words for you. Threesome. [Ross gives him an insulted look.]	 I don't know what to do. What am I gonna do? I mean, this, this is like a complete nightmare. Oh, I know. This must be so hard. Oh, no. Two women love me. They're both gorgeous and sexy. My wallet's too small for my fifties, and my diamond shoes are too tight. Don't touch the computer. Don't ever touch the computer. Ok, all right, look. Let's get logical about this, ok? We'll make a list. Rachel and Julie, pros and cons. Oh. We'll put their names in bold, with different fonts, and I can use different colors for each column.	[[0.006034137215465307, 0.018434403464198112, 0.008343417197465897, 0.14642564952373505, 0.5019952654838562, 0.018598046153783798, 0.30016908049583435], [0.013139615766704082, 0.015685223042964935, 0.004269597586244345, 0.0445057712495327, 0.8951138854026794, 0.006164757534861565, 0.021121172234416008], [0.9643620848655701, 0.013842273503541946, 0.0008451869362033904, 0.01605604775249958, 0.003314386121928692, 0.0007891430286690593, 0.0007908616098575294], [0.20773914456367493, 0.10434471815824509, 0.016476601362228394, 0.20578564703464508, 0.017468219622969627, 0.028978964313864708, 0.4192067086696625], [0.29136452078819275, 0.14446020126342773, 0.037043165415525436, 0.12785379588603973, 0.044867824763059616, 0.3364613652229309, 0.01794910617172718], [0.965873658657074, 0.007751237601041794, 0.0004298418352846056, 0.01953238993883133, 0.0032530175521969795, 0.0016034484142437577, 0.0015564211644232273]]	[0.508309411764706, 0.3766505882352941, 0.6643382352941176, 0.20836436470588227, 0.04053476470588224]	2
1	[1, 0, 0]	 Hi.  Oh, hey.  Hi.	 Hi.	 Oh, hey. Hi.	[[0.9750205874443054, 0.0060794479213654995, 0.0008797444170340896, 0.012138725258409977, 0.004966495092958212, 0.0005111171049065888, 0.0004039580817334354], [0.9764362573623657, 0.014877774752676487, 0.0011354116722941399, 0.004474519751966, 0.0022756631951779127, 0.0004503774980548769, 0.0003500335442367941], [0.9750205874443054, 0.0060794479213654995, 0.0008797444170340896, 0.012138725258409977, 0.004966495092958212, 0.0005111171049065888, 0.0004039580817334354]]	[0.4501318181818182, 0.32809999999999995, 0.5768727272727272, 0.1755537727272727, 0.03335068181818174]	1
0	[0, 1, 0]	 Please. This is so your fault.  How, how is this my fault?  Look, Carol never threw me out of a room before you came along.	 How, how is this my fault?	 Please. This is so your fault. Look, Carol never threw me out of a room before you came along.	[[0.08723080903291702, 0.1388072818517685, 0.008312394842505455, 0.26914048194885254, 0.2452942281961441, 0.2300703227519989, 0.021144572645425797], [0.013477799482643604, 0.026564186438918114, 0.8362601399421692, 0.08052684366703033, 0.025278281420469284, 0.004170446656644344, 0.013722330331802368], [0.3591213524341583, 0.11636921763420105, 0.007546412758529186, 0.4593667685985565, 0.019789626821875572, 0.03298322483897209, 0.00482337549328804]]	[0.38282272727272726, 0.29525636363636365, 0.5466899999999999, 0.18802031818181816, 0.02637159090909086]	1
